Year,Sex,Age,Lives,Deaths,Cause of Death,Expected Deaths,Adjusted Age
1966,Female,53,89665,5193,Alzheimer's,4780,53
1966,Female,54,30408,1792,Heart Disease,1646,54
1966,Female,55,45493,2777,Alzheimer's,2565,55
1966,Female,56,79294,4636,Accidents,4443,56
1966,Female,57,23464,1434,Other,1354,57
1966,Female,58,13083,789,Alzheimer's,769,58
1966,Female,59,22489,1439,Other,1353,59
1966,Female,60,87925,5625,Influenza,5422,60
1966,Female,61,58196,3744,Heart Disease,3654,61
1966,Female,62,91216,5976,Diabetes,5740,62
1966,Female,63,17585,1180,COVID-19,1114,63
1966,Female,64,76030,5193,COVID-19,5028,64
1966,Female,65,96481,6628,Accidents,6380,65
1966,Female,66,13089,900,Other,873,66
1966,Female,67,15969,1132,Other,1079,67
1966,Female,68,54120,3919,Other,3664,68
1966,Female,69,82219,5964,Cancer,5831,69
1966,Female,70,21183,1564,Other,1496,70
1966,Female,71,98792,7488,Influenza,7018,71
1966,Female,72,64344,4830,Other,4596,72
1966,Female,73,53160,4144,COVID-19,3864,73
1966,Female,74,62226,4906,Heart Disease,4611,74
1966,Female,75,41224,3188,Heart Disease,3108,75
1966,Female,76,11658,915,Cancer,903,76
1966,Female,77,85141,6919,Alzheimer's,6739,77
1966,Female,78,44543,3672,Stroke,3462,78
1966,Female,79,95190,7975,COVID-19,7406,79
1966,Female,80,74208,6140,Influenza,5929,80
1966,Female,81,54390,4683,Cancer,4337,81
1966,Female,82,44710,3762,COVID-19,3533,82
1966,Female,83,39089,3406,Other,3258,83
1966,Female,84,86661,7533,Heart Disease,7178,84
1966,Female,85,34290,3060,Accidents,2913,85
1966,Female,86,48758,4382,Other,4153,86
1966,Female,87,76868,7075,Alzheimer's,6695,87
1966,Female,88,40912,3776,COVID-19,3618,88
1966,Female,89,67331,6223,Heart Disease,5814,89
1966,Female,90,10925,1027,Other,1004,90
1966,Female,91,33799,3169,Heart Disease,3031,91
1966,Female,92,84183,8007,Cancer,7679,92
1966,Female,93,10312,999,Cancer,943,93
1966,Female,94,29057,2828,COVID-19,2761,94
1966,Female,95,41905,4190,Other,3877,95
1966,Female,96,76037,7493,Other,7346,96
1966,Female,97,25331,2533,Kidney Disease,2408,97
1966,Female,98,49035,4903,Diabetes,4738,98
1966,Female,99,30960,3096,Diabetes,3008,99
1967,Male,0,99885,271,Heart Disease,316,0
1967,Male,1,84819,575,Alzheimer's,392,1
1967,Male,2,80944,656,Heart Disease,497,2
1967,Male,3,26955,233,Other,187,3
1967,Male,4,58869,426,Accidents,446,4
1967,Male,5,97699,828,Alzheimer's,795,5
1967,Male,6,67883,694,Stroke,618,6
1967,Male,7,98666,1145,Accidents,1037,7
1967,Male,8,12727,154,Accidents,156,8
1967,Male,9,47403,637,Heart Disease,523,9
1967,Male,10,74405,945,Other,1039,10
1967,Male,11,50684,770,Other,715,11
1967,Male,12,65522,1013,Accidents,1004,12
1967,Male,13,57770,1019,Alzheimer's,1009,13
1967,Male,14,38202,617,Other,708,14
1967,Male,15,68017,1323,Influenza,1120,15
1967,Male,16,39845,808,Alzheimer's,801,16
1967,Male,17,94712,2077,Accidents,1783,17
1967,Male,18,36951,846,Other,773,18
1967,Male,19,82908,1912,Stroke,1936,19
1967,Male,20,57517,1338,Heart Disease,1227,20
1967,Male,21,99157,2442,Cancer,2237,21
1967,Male,22,12095,327,Stroke,276,22
1967,Male,23,64669,1855,Accidents,1676,23
1967,Male,24,86204,2365,Stroke,2253,24
1967,Male,25,85634,2397,Accidents,2416,25
1967,Male,26,99385,2975,Cancer,2885,26
1967,Male,27,78792,2482,COVID-19,2315,27
1967,Male,28,70449,2300,Stroke,2222,28
1967,Male,29,88792,2948,Influenza,2849,29
1967,Male,30,70004,2403,Heart Disease,2407,30
1967,Male,31,89147,3168,Alzheimer's,2938,31
1967,Male,32,60420,2040,Cancer,2066,32
1967,Male,33,54701,2043,Influenza,1859,33
1967,Male,34,67325,2538,Cancer,2569,34
1967,Male,35,40899,1531,Other,1481,35
1967,Male,36,93121,3643,COVID-19,3591,36
1967,Male,37,24688,1004,Stroke,958,37
1967,Male,38,86473,3624,Kidney Disease,3604,38
1967,Male,39,81380,3429,Other,3216,39
1967,Male,40,60001,2659,COVID-19,2509,40
1967,Male,41,33100,1511,Other,1452,41
1967,Male,42,57821,2714,Influenza,2439,42
1967,Male,43,92250,4303,Cancer,4170,43
1967,Male,44,83630,4121,Other,3754,44
1967,Male,45,56629,2826,Other,2650,45
1967,Male,46,84378,4157,Cancer,3906,46
1967,Male,47,66418,3427,Other,3181,47
1967,Male,48,75892,3904,Alzheimer's,3790,48
1967,Male,49,92107,4910,Heart Disease,4535,49
1967,Male,50,22755,1199,COVID-19,1141,50
1967,Male,51,93188,5208,COVID-19,4859,51
1967,Male,52,76884,4310,Heart Disease,4020,52
1967,Male,53,20916,1228,Other,1165,53
1967,Male,54,16905,986,Accidents,931,54
1967,Male,55,94565,5550,Other,5137,55
1967,Male,56,52633,3102,Heart Disease,3038,56
1967,Male,57,36256,2279,Other,2164,57
1967,Male,58,84197,5237,Other,4972,58
1967,Male,59,23659,1480,Other,1419,59
1967,Male,60,50277,3257,Accidents,3090,60
1967,Male,61,31630,2041,Kidney Disease,1956,61
1967,Male,62,90241,5872,Other,5745,62
1967,Male,63,74341,4950,COVID-19,4805,63
1967,Male,64,97315,6603,Other,6383,64
1967,Male,65,16556,1121,Cancer,1088,65
1967,Male,66,97575,6820,Accidents,6331,66
1967,Male,67,96919,6896,Other,6417,67
1967,Male,68,17885,1314,Stroke,1207,68
1967,Male,69,32663,2427,Accidents,2271,69
1967,Male,70,16136,1188,Diabetes,1128,70
1967,Male,71,36148,2768,Alzheimer's,2619,71
1967,Male,72,30981,2372,Stroke,2186,72
1967,Male,73,66969,5261,Diabetes,4833,73
1967,Male,74,54457,4337,Diabetes,4040,74
1967,Male,75,32641,2627,Other,2412,75
1967,Male,76,17581,1398,Cancer,1311,76
1967,Male,77,83676,6678,Heart Disease,6493,77
1967,Male,78,75956,6154,Cancer,5731,78
1967,Male,79,75817,6258,Cancer,6017,79
1967,Male,80,73941,6277,Accidents,6028,80
1967,Male,81,50713,4284,Accidents,4096,81
1967,Male,82,63138,5406,Heart Disease,5058,82
1967,Male,83,85521,7409,Heart Disease,7186,83
1967,Male,84,50520,4475,Influenza,4219,84
1967,Male,85,93837,8351,Accidents,7913,85
1967,Male,86,44351,3963,Other,3788,86
1967,Male,87,53318,4866,COVID-19,4742,87
1967,Male,88,17388,1613,Other,1529,88
1967,Male,89,80019,7409,Diabetes,6980,89
1967,Male,90,30719,2872,Other,2758,90
1967,Male,91,72205,6986,Accidents,6540,91
1967,Male,92,28757,2703,Kidney Disease,2646,92
1967,Male,93,15823,1557,Stroke,1451,93
1967,Male,94,17828,1768,Stroke,1661,94
1967,Male,95,60452,5997,Influenza,5620,95
1967,Male,96,24361,2436,Alzheimer's,2277,96
1967,Male,97,46402,4640,Other,4445,97
1967,Male,98,23447,2344,Alzheimer's,2264,98
1967,Male,99,28480,2848,COVID-19,2810,99
1967,Female,0,48940,204,Heart Disease,216,0
1967,Female,1,96839,572,Accidents,481,1
1967,Female,2,75144,380,Cancer,357,2
1967,Female,3,95106,678,Other,578,3
1967,Female,4,33966,246,Stroke,265,4
1967,Female,5,39711,345,Stroke,292,5
1967,Female,6,71742,767,COVID-19,681,6
1967,Female,7,13950,162,Other,125,7
1967,Female,8,57666,738,Alzheimer's,646,8
1967,Female,9,75649,1137,COVID-19,968,9
1967,Female,10,36138,555,COVID-19,463,10
1967,Female,11,47194,673,Other,642,11
1967,Female,12,78914,1270,Accidents,1118,12
1967,Female,13,74037,1189,Stroke,1266,13
1967,Female,14,25463,468,Diabetes,459,14
1967,Female,15,21936,427,Other,342,15
1967,Female,16,87039,1701,Cancer,1683,16
1967,Female,17,66068,1415,Other,1375,17
1967,Female,18,91519,1872,Cancer,1757,18
1967,Female,19,25965,610,Alzheimer's,562,19
1967,Female,20,20064,495,Heart Disease,472,20
1967,Female,21,27719,721,Stroke,640,21
1967,Female,22,20887,525,COVID-19,541,22
1967,Female,23,96438,2653,Stroke,2540,23
1967,Female,24,81811,2189,Cancer,2150,24
1967,Female,25,10555,305,Cancer,304,25
1967,Female,26,27610,856,Influenza,791,26
1967,Female,27,17163,508,Accidents,506,27
1967,Female,28,95940,2878,Heart Disease,2866,28
1967,Female,29,86212,2822,Diabetes,2657,29
1967,Female,30,16356,570,Cancer,543,30
1967,Female,31,96773,3486,COVID-19,3276,31
1967,Female,32,15070,580,Heart Disease,519,32
1967,Female,33,71937,2632,Heart Disease,2561,33
1967,Female,34,65470,2363,Cancer,2365,34
1967,Female,35,40879,1516,Heart Disease,1481,35
1967,Female,36,77079,2999,Heart Disease,2986,36
1967,Female,37,63689,2566,Heart Disease,2469,37
1967,Female,38,31464,1306,Accidents,1248,38
1967,Female,39,39446,1726,Accidents,1665,39
1967,Female,40,85809,3955,Accidents,3651,40
1967,Female,41,69879,3095,Other,2994,41
1967,Female,42,40187,1839,Kidney Disease,1783,42
1967,Female,43,50235,2341,COVID-19,2194,43
1967,Female,44,45780,2191,Stroke,2073,44
1967,Female,45,59379,2915,COVID-19,2812,45
1967,Female,46,21797,1096,COVID-19,1011,46
1967,Female,47,72670,3666,Accidents,3498,47
1967,Female,48,59843,3066,Heart Disease,2996,48
1967,Female,49,54038,2905,Other,2658,49
1967,Female,50,76600,4073,COVID-19,3940,50
1967,Female,51,18976,1047,COVID-19,995,51
1967,Female,52,44222,2606,Alzheimer's,2382,52
1967,Female,53,70376,3862,Cancer,3740,53
1967,Female,54,10379,601,Other,593,54
1967,Female,55,85485,5179,Accidents,4670,55
1967,Female,56,11776,693,Other,644,56
1967,Female,57,40222,2414,Heart Disease,2284,57
1967,Female,58,15123,935,Diabetes,856,58
1967,Female,59,71003,4412,Other,4206,59
1967,Female,60,17761,1123,Accidents,1094,60
1967,Female,61,40933,2636,Heart Disease,2556,61
1967,Female,62,76457,5115,Cancer,4689,62
1967,Female,63,31395,2019,Accidents,2039,63
1967,Female,64,31321,2141,Stroke,2010,64
1967,Female,65,29738,2027,Cancer,1935,65
1967,Female,66,49574,3377,Alzheimer's,3252,66
1967,Female,67,51615,3578,Influenza,3523,67
1967,Female,68,50518,3668,Heart Disease,3375,68
1967,Female,69,74296,5345,Other,5148,69
1967,Female,70,52823,3976,Stroke,3771,70
1967,Female,71,91897,6781,Other,6698,71
1967,Female,72,72788,5533,Other,5253,72
1967,Female,73,83883,6394,Influenza,6230,73
1967,Female,74,57050,4458,Cancer,4303,74
1967,Female,75,27371,2122,Heart Disease,2059,75
1967,Female,76,36047,2920,Heart Disease,2729,76
1967,Female,77,17376,1427,Other,1350,77
1967,Female,78,34310,2797,Cancer,2708,78
1967,Female,79,97082,8036,Other,7858,79
1967,Female,80,93028,7635,Heart Disease,7346,80
1967,Female,81,67584,5668,COVID-19,5450,81
1967,Female,82,33661,2857,Stroke,2793,82
1967,Female,83,49674,4260,Stroke,4141,83
1967,Female,84,71175,6130,Heart Disease,5935,84
1967,Female,85,25270,2273,Accidents,2197,85
1967,Female,86,96319,8597,Cancer,8195,86
1967,Female,87,83862,7659,Influenza,7360,87
1967,Female,88,86115,7984,Heart Disease,7592,88
1967,Female,89,86098,8028,Heart Disease,7516,89
1967,Female,90,85958,7999,Kidney Disease,7690,90
1967,Female,91,99404,9582,Heart Disease,9002,91
1967,Female,92,45757,4385,Diabetes,4166,92
1967,Female,93,90261,8856,Heart Disease,8195,93
1967,Female,94,17993,1778,Other,1648,94
1967,Female,95,85635,8520,Accidents,7909,95
1967,Female,96,50123,5012,Cancer,4694,96
1967,Female,97,20985,2098,Cancer,2027,97
1967,Female,98,42488,4248,Heart Disease,4091,98
1967,Female,99,22435,2243,Heart Disease,2210,99
1968,Male,0,81341,409,Heart Disease,246,0
1968,Male,1,10307,52,Accidents,44,1
1968,Male,2,41802,254,Alzheimer's,238,2
1968,Male,3,11031,67,Influenza,84,3
1968,Male,4,36743,336,Diabetes,302,4
1968,Male,5,15578,132,Cancer,130,5
1968,Male,6,15520,160,Cancer,135,6
1968,Male,7,49433,537,Alzheimer's,458,7
1968,Male,8,60964,725,Alzheimer's,649,8
1968,Male,9,40220,571,Alzheimer's,474,9
1968,Male,10,63734,969,Alzheimer's,835,10
1968,Male,11,23529,360,Other,338,11
1968,Male,12,38761,598,Other,630,12
1968,Male,13,53815,895,Other,900,13
1968,Male,14,62554,1183,Cancer,1182,14
1968,Male,15,84499,1557,Influenza,1635,15
1968,Male,16,83676,1494,Cancer,1522,16
1968,Male,17,76868,1656,Other,1656,17
1968,Male,18,88638,1817,COVID-19,1830,18
1968,Male,19,27977,581,Heart Disease,593,19
1968,Male,20,22211,557,Accidents,495,20
1968,Male,21,35261,869,Heart Disease,794,21
1968,Male,22,95160,2385,COVID-19,2479,22
1968,Male,23,57980,1577,Heart Disease,1421,23
1968,Male,24,33780,925,Alzheimer's,911,24
1968,Male,25,56572,1574,Other,1577,25
1968,Male,26,30666,931,COVID-19,855,26
1968,Male,27,91456,2780,Other,2782,27
1968,Male,28,80002,2689,Other,2354,28
1968,Male,29,44341,1456,Stroke,1476,29
1968,Male,30,55117,1959,COVID-19,1735,30
1968,Male,31,20723,749,Other,652,31
1968,Male,32,27091,936,Cancer,943,32
1968,Male,33,18397,674,Cancer,642,33
1968,Male,34,14800,575,Other,543,34
1968,Male,35,56103,2106,Other,2178,35
1968,Male,36,70762,2786,COVID-19,2695,36
1968,Male,37,67068,2759,Alzheimer's,2570,37
1968,Male,38,57381,2417,Other,2340,38
1968,Male,39,85083,3736,Cancer,3545,39
1968,Male,40,77414,3319,Cancer,3307,40
1968,Male,41,12620,557,COVID-19,509,41
1968,Male,42,69955,3317,Diabetes,3117,42
1968,Male,43,94188,4352,Heart Disease,4255,43
1968,Male,44,92829,4409,Other,4117,44
1968,Male,45,97102,4805,Other,4404,45
1968,Male,46,50849,2451,COVID-19,2372,46
1968,Male,47,28262,1412,Stroke,1369,47
1968,Male,48,89088,4639,Other,4386,48
1968,Male,49,26183,1367,Alzheimer's,1324,49
1968,Male,50,81164,4319,Other,4184,50
1968,Male,51,43840,2425,Accidents,2299,51
1968,Male,52,34817,1966,Stroke,1859,52
1968,Male,53,22633,1314,Stroke,1230,53
1968,Male,54,75837,4261,Heart Disease,4138,54
1968,Male,55,62160,3635,Alzheimer's,3480,55
1968,Male,56,90333,5474,COVID-19,5194,56
1968,Male,57,73875,4374,COVID-19,4223,57
1968,Male,58,34618,2140,Stroke,2062,58
1968,Male,59,12452,769,Stroke,742,59
1968,Male,60,14576,915,Diabetes,877,60
1968,Male,61,40251,2581,Diabetes,2475,61
1968,Male,62,47117,3087,Accidents,3010,62
1968,Male,63,48021,3208,Accidents,3069,63
1968,Male,64,93936,6489,Other,6106,64
1968,Male,65,61014,4261,Other,4070,65
1968,Male,66,60146,4235,Other,3985,66
1968,Male,67,66030,4714,Influenza,4449,67
1968,Male,68,89529,6470,Accidents,6175,68
1968,Male,69,26373,1909,Cancer,1823,69
1968,Male,70,76684,5716,Other,5391,70
1968,Male,71,25012,1845,Accidents,1778,71
1968,Male,72,86318,6386,Other,6179,72
1968,Male,73,66850,5051,Other,4904,73
1968,Male,74,59877,4767,COVID-19,4446,74
1968,Male,75,16801,1354,Accidents,1249,75
1968,Male,76,91094,7378,Other,6851,76
1968,Male,77,44891,3600,Other,3378,77
1968,Male,78,57957,4814,Stroke,4485,78
1968,Male,79,75698,6251,Cancer,5936,79
1968,Male,80,46035,3887,Accidents,3643,80
1968,Male,81,17490,1491,Stroke,1425,81
1968,Male,82,50246,4314,Other,4064,82
1968,Male,83,72141,6203,Influenza,6016,83
1968,Male,84,94581,8238,Influenza,7943,84
1968,Male,85,71803,6455,COVID-19,6008,85
1968,Male,86,30171,2661,Accidents,2618,86
1968,Male,87,89326,7995,Heart Disease,7738,87
1968,Male,88,42183,3907,Other,3615,88
1968,Male,89,35309,3364,Stroke,3168,89
1968,Male,90,41111,3850,Accidents,3714,90
1968,Male,91,81313,7601,Stroke,7384,91
1968,Male,92,13516,1284,Other,1207,92
1968,Male,93,82909,8101,Heart Disease,7793,93
1968,Male,94,70716,6899,Other,6523,94
1968,Male,95,29323,2874,Influenza,2743,95
1968,Male,96,94858,9485,Cancer,9135,96
1968,Male,97,15082,1508,Cancer,1436,97
1968,Male,98,17283,1728,Heart Disease,1674,98
1968,Male,99,22077,2207,Accidents,2150,99
1968,Female,0,93027,343,Other,199,0
1968,Female,1,39770,154,Accidents,131,1
1968,Female,2,97703,510,COVID-19,575,2
1968,Female,3,77447,453,Other,553,3
1968,Female,4,99685,712,Cancer,914,4
1968,Female,5,90921,858,Other,796,5
1968,Female,6,30398,228,Cancer,256,6
1968,Female,7,76743,920,Stroke,816,7
1968,Female,8,51112,663,Heart Disease,564,8
1968,Female,9,12305,168,Cancer,150,9
1968,Female,10,74592,931,Heart Disease,1104,10
1968,Female,11,75702,1066,Cancer,1086,11
1968,Female,12,38944,630,Other,646,12
1968,Female,13,99043,1581,COVID-19,1694,13
1968,Female,14,49003,872,Kidney Disease,785,14
1968,Female,15,27270,516,COVID-19,479,15
1968,Female,16,11208,247,Cancer,203,16
1968,Female,17,55123,1157,Heart Disease,1169,17
1968,Female,18,56172,1301,Cancer,1088,18
1968,Female,19,95826,2132,Heart Disease,2254,19
1968,Female,20,39209,976,Alzheimer's,929,20
1968,Female,21,20781,502,Cancer,494,21
1968,Female,22,84252,2356,Influenza,2100,22
1968,Female,23,99801,2665,COVID-19,2551,23
1968,Female,24,68807,1902,Other,1813,24
1968,Female,25,44408,1339,COVID-19,1197,25
1968,Female,26,26366,821,Diabetes,767,26
1968,Female,27,73059,2331,COVID-19,2101,27
1968,Female,28,35347,1092,Heart Disease,1061,28
1968,Female,29,26453,878,Heart Disease,840,29
1968,Female,30,98396,3427,COVID-19,3251,30
1968,Female,31,90489,3150,Stroke,3018,31
1968,Female,32,16414,581,Cancer,565,32
1968,Female,33,80763,3018,COVID-19,2830,33
1968,Female,34,35081,1289,Influenza,1215,34
1968,Female,35,62133,2439,Other,2304,35
1968,Female,36,26491,1038,Accidents,1025,36
1968,Female,37,31452,1313,Accidents,1209,37
1968,Female,38,22767,923,Heart Disease,884,38
1968,Female,39,10920,471,Other,449,39
1968,Female,40,35654,1598,COVID-19,1470,40
1968,Female,41,66707,3051,Influenza,2826,41
1968,Female,42,70687,3270,COVID-19,3088,42
1968,Female,43,90790,4254,Accidents,3990,43
1968,Female,44,16248,776,Cancer,735,44
1968,Female,45,27821,1379,Diabetes,1271,45
1968,Female,46,62200,3083,Other,2996,46
1968,Female,47,12801,634,Cancer,636,47
1968,Female,48,62342,3303,Cancer,2991,48
1968,Female,49,57420,2992,Heart Disease,2834,49
1968,Female,50,36539,1937,Alzheimer's,1905,50
1968,Female,51,78282,4348,Heart Disease,3957,51
1968,Female,52,67919,3806,Accidents,3724,52
1968,Female,53,99831,5904,Diabetes,5258,53
1968,Female,54,85622,4857,Stroke,4701,54
1968,Female,55,74255,4392,COVID-19,4299,55
1968,Female,56,69381,3940,Other,3902,56
1968,Female,57,21540,1283,Accidents,1230,57
1968,Female,58,49708,3070,Alzheimer's,2973,58
1968,Female,59,95574,5896,Stroke,5707,59
1968,Female,60,87795,5586,Other,5370,60
1968,Female,61,95720,6364,Alzheimer's,5902,61
1968,Female,62,46264,3043,Alzheimer's,2887,62
1968,Female,63,37283,2461,Cancer,2323,63
1968,Female,64,88355,6018,Other,5719,64
1968,Female,65,14367,961,Heart Disease,954,65
1968,Female,66,85261,5979,Heart Disease,5782,66
1968,Female,67,94180,6797,Heart Disease,6224,67
1968,Female,68,59867,4282,Diabetes,4099,68
1968,Female,69,25441,1771,Kidney Disease,1740,69
1968,Female,70,61902,4421,COVID-19,4320,70
1968,Female,71,17501,1340,COVID-19,1245,71
1968,Female,72,36325,2819,Diabetes,2587,72
1968,Female,73,46432,3538,COVID-19,3430,73
1968,Female,74,79886,6115,Kidney Disease,5907,74
1968,Female,75,29090,2313,Influenza,2165,75
1968,Female,76,51338,4097,Other,3889,76
1968,Female,77,91687,7288,Diabetes,7015,77
1968,Female,78,85815,6969,COVID-19,6840,78
1968,Female,79,91361,7679,Cancer,7249,79
1968,Female,80,21333,1777,Stroke,1683,80
1968,Female,81,42923,3728,Cancer,3447,81
1968,Female,82,61478,5304,Stroke,5044,82
1968,Female,83,37321,3200,Kidney Disease,3055,83
1968,Female,84,81799,7326,Diabetes,6875,84
1968,Female,85,69144,6216,Alzheimer's,5913,85
1968,Female,86,94480,8429,Other,8084,86
1968,Female,87,64474,5894,Kidney Disease,5540,87
1968,Female,88,72383,6631,Heart Disease,6317,88
1968,Female,89,97786,9228,Stroke,8713,89
1968,Female,90,59612,5530,Alzheimer's,5280,90
1968,Female,91,43503,4094,Kidney Disease,3984,91
1968,Female,92,98553,9594,Other,8868,92
1968,Female,93,27451,2658,Accidents,2545,93
1968,Female,94,68872,6838,Kidney Disease,6382,94
1968,Female,95,43349,4252,Stroke,4047,95
1968,Female,96,24043,2404,Accidents,2303,96
1968,Female,97,23140,2314,COVID-19,2205,97
1968,Female,98,91691,9169,Alzheimer's,8686,98
1968,Female,99,24573,2457,Influenza,2380,99
1969,Male,0,77122,321,Stroke,330,0
1969,Male,1,17269,85,Kidney Disease,85,1
1969,Male,2,76628,586,Cancer,434,2
1969,Male,3,65340,453,Accidents,495,3
1969,Male,4,37156,250,Diabetes,271,4
1969,Male,5,55481,543,Influenza,540,5
1969,Male,6,48425,454,Alzheimer's,393,6
1969,Male,7,39618,346,Other,404,7
1969,Male,8,74878,868,Heart Disease,825,8
1969,Male,9,28125,331,Accidents,360,9
1969,Male,10,94361,1313,Accidents,1448,10
1969,Male,11,61212,977,Stroke,825,11
1969,Male,12,39587,645,Heart Disease,626,12
1969,Male,13,99478,1539,Other,1724,13
1969,Male,14,57364,1089,Heart Disease,996,14
1969,Male,15,95222,1631,Accidents,1693,15
1969,Male,16,90968,1833,COVID-19,1817,16
1969,Male,17,43227,873,Cancer,880,17
1969,Male,18,46465,1027,Cancer,1036,18
1969,Male,19,52678,1129,Stroke,1128,19
1969,Male,20,40886,1058,Stroke,904,20
1969,Male,21,99951,2630,Stroke,2278,21
1969,Male,22,34507,841,Diabetes,827,22
1969,Male,23,38463,1057,Diabetes,974,23
1969,Male,24,31755,855,Stroke,815,24
1969,Male,25,56523,1683,Other,1633,25
1969,Male,26,43630,1317,Accidents,1241,26
1969,Male,27,78724,2369,Other,2321,27
1969,Male,28,88116,2694,Cancer,2750,28
1969,Male,29,74343,2382,Cancer,2382,29
1969,Male,30,10074,341,Heart Disease,330,30
1969,Male,31,78631,2842,COVID-19,2603,31
1969,Male,32,22313,816,Kidney Disease,741,32
1969,Male,33,83435,3032,Stroke,2944,33
1969,Male,34,45196,1692,Other,1648,34
1969,Male,35,76069,2999,Accidents,2844,35
1969,Male,36,60217,2300,Other,2296,36
1969,Male,37,64273,2742,Influenza,2484,37
1969,Male,38,70537,2900,Stroke,2748,38
1969,Male,39,58751,2329,Heart Disease,2446,39
1969,Male,40,76708,3419,Kidney Disease,3324,40
1969,Male,41,22402,1033,Cancer,955,41
1969,Male,42,43273,2049,Diabetes,1904,42
1969,Male,43,91258,4241,Diabetes,4109,43
1969,Male,44,83041,3907,Cancer,3557,44
1969,Male,45,70285,3399,Diabetes,3312,45
1969,Male,46,24093,1165,Influenza,1174,46
1969,Male,47,26131,1322,Other,1210,47
1969,Male,48,38711,1972,Stroke,1891,48
1969,Male,49,66436,3626,Stroke,3431,49
1969,Male,50,95170,5368,Stroke,4892,50
1969,Male,51,21287,1160,Other,1119,51
1969,Male,52,51606,2884,Other,2761,52
1969,Male,53,87852,5104,Alzheimer's,4754,53
1969,Male,54,76332,4391,Other,4253,54
1969,Male,55,87016,5257,Heart Disease,4925,55
1969,Male,56,35299,2090,Accidents,2010,56
1969,Male,57,68478,4212,Other,3999,57
1969,Male,58,36019,2246,Heart Disease,2089,58
1969,Male,59,34770,2190,Other,2124,59
1969,Male,60,28793,1857,Cancer,1709,60
1969,Male,61,46836,3007,Heart Disease,2869,61
1969,Male,62,30830,1999,Cancer,1936,62
1969,Male,63,73691,4873,COVID-19,4634,63
1969,Male,64,24988,1740,Other,1614,64
1969,Male,65,67610,4771,Stroke,4579,65
1969,Male,66,96842,6874,Accidents,6376,66
1969,Male,67,73926,5330,Other,4960,67
1969,Male,68,90519,6590,Influenza,6246,68
1969,Male,69,36609,2666,Heart Disease,2603,69
1969,Male,70,83181,6173,Accidents,5793,70
1969,Male,71,74456,5602,Heart Disease,5266,71
1969,Male,72,84034,6337,Alzheimer's,6076,72
1969,Male,73,66272,5169,Heart Disease,4864,73
1969,Male,74,20750,1635,Heart Disease,1519,74
1969,Male,75,47103,3766,Accidents,3464,75
1969,Male,76,69257,5502,Accidents,5307,76
1969,Male,77,22764,1903,Alzheimer's,1749,77
1969,Male,78,23308,1901,COVID-19,1855,78
1969,Male,79,58104,4857,Other,4578,79
1969,Male,80,74589,6117,Accidents,5989,80
1969,Male,81,19704,1615,Cancer,1615,81
1969,Male,82,64617,5524,Other,5268,82
1969,Male,83,95831,8293,Other,8155,83
1969,Male,84,46840,3989,COVID-19,3893,84
1969,Male,85,59150,5311,Cancer,4976,85
1969,Male,86,63866,5811,Diabetes,5519,86
1969,Male,87,53820,4829,Stroke,4600,87
1969,Male,88,16450,1503,Influenza,1421,88
1969,Male,89,71546,6506,Stroke,6235,89
1969,Male,90,82762,8007,Influenza,7383,90
1969,Male,91,33194,3166,Other,2995,91
1969,Male,92,66719,6395,Heart Disease,5975,92
1969,Male,93,11978,1171,Kidney Disease,1090,93
1969,Male,94,24917,2440,Influenza,2328,94
1969,Male,95,88405,8672,Cancer,8271,95
1969,Male,96,68933,6815,Kidney Disease,6517,96
1969,Male,97,97325,9732,Other,9323,97
1969,Male,98,92876,9287,Heart Disease,9016,98
1969,Male,99,72578,7257,Other,7100,99
1969,Female,0,71959,374,Cancer,279,0
1969,Female,1,78064,316,Other,337,1
1969,Female,2,16332,83,Other,72,2
1969,Female,3,54330,399,Diabetes,327,3
1969,Female,4,79686,807,Cancer,600,4
1969,Female,5,39126,388,Cancer,336,5
1969,Female,6,19179,197,Heart Disease,192,6
1969,Female,7,67584,813,Cancer,703,7
1969,Female,8,40846,492,Other,477,8
1969,Female,9,17196,214,Accidents,223,9
1969,Female,10,93157,1330,Heart Disease,1371,10
1969,Female,11,73781,1032,Kidney Disease,1054,11
1969,Female,12,13332,208,Diabetes,201,12
1969,Female,13,28785,456,Other,425,13
1969,Female,14,73931,1309,COVID-19,1333,14
1969,Female,15,36067,685,Other,613,15
1969,Female,16,66976,1298,Cancer,1172,16
1969,Female,17,82840,1733,Other,1627,17
1969,Female,18,68572,1573,Other,1505,18
1969,Female,19,10559,243,COVID-19,221,19
1969,Female,20,67049,1592,Stroke,1609,20
1969,Female,21,75601,1756,Other,1785,21
1969,Female,22,41049,988,Alzheimer's,958,22
1969,Female,23,48272,1385,Cancer,1230,23
1969,Female,24,57845,1640,Cancer,1554,24
1969,Female,25,91304,2640,Stroke,2542,25
1969,Female,26,84244,2583,Stroke,2507,26
1969,Female,27,47744,1515,COVID-19,1430,27
1969,Female,28,79792,2586,Heart Disease,2386,28
1969,Female,29,26596,892,Influenza,736,29
1969,Female,30,66125,2244,COVID-19,2028,30
1969,Female,31,78493,2731,Diabetes,2548,31
1969,Female,32,31953,1161,COVID-19,1144,32
1969,Female,33,33349,1224,Other,1174,33
1969,Female,34,95689,3668,Other,3431,34
1969,Female,35,56822,2243,Cancer,2140,35
1969,Female,36,82749,3183,Alzheimer's,3173,36
